X,Y,OBJECTID,AUN,SCHOOL_NUM,LOCATION_ID,FACIL_NAME,FACILNAME_LABEL,FACIL_ADDRESS,ZIPCODE,FACIL_TELEPHONE,ACTIVE,GRADE_LEVEL,GRADE_ORG,ENROLLMENT,TYPE,TYPE_SPECIFIC
-75.198891389724352,39.9338496618223,238,126519434,8195,3417,Universal Audenried Charter School,Universal Audenried CS,3301 Tasker St,19145,(215) 952-4801,Open,High School,9-12,258,Charter,Charter
-75.075204110577957,39.995997506496749,239,147513703,8123,3403,Franklin Towne Charter Elementary School,Franklin Towne Elem CS,4259 Richmond Street,19137,215-289-5000,Open,Elem/Middle,K-8,917,Charter,Charter
-75.066232900333574,40.06688619672331,240,192518422,8126,3404,Tacony Academy Charter School,Tacony Acad CS,1330 Rhawn St,19111,215-742-5200,Open,Elem/Middle/High,K-12,1091,Charter,Charter
-75.232914947716807,39.96530935064618,241,103519376,8146,3411,Universal Daroff Charter School,Universal Daroff CS,5630 Vine St.,19139,471-2905,Open,Elem/Middle,K-8,688,Charter,Charter
-75.047001865250792,40.107118891923633,242,326510160,,,Red Lion Elementary School,Red Lion Elem,256 GEIGER RD,19115,(215) 464-8623 ,Open,Elementary School,K-5,61,Private,Private
-74.985949503735952,40.105073505915897,243,300519545,,,Woodhaven,Woodhaven,2900 Southampton Rd,19154,(215) 671-5220,Open,Special Center,Ungraded,9,Private,Private
-74.986870402389158,40.104700507221217,244,326510075,,,Northwestern Human Services,Northwestern Human Services,2900 SOUTHAMPTON RD,19154,215-671-5155,Open,Elem/Mid/High,K-12,32,Private,Private
-75.014546737533976,40.07571059412809,245,300514980,,,Just Children,Just Children,2901 GRANT AVE,19114,215-677-1711,Open,Kindergarten,pre K-K,170,Private,Private
-74.985669800248061,40.060003450361613,246,226510232,,,Alpha House Nursery & Kindergarten,Alpha House Nursery & kdg,9801 FRANKFORD AVE,19114,(215) 632-3366,Open,Kindergarten,pre K-K,31,Private,Private
-74.993427615862871,40.058075511324454,247,226510026,,,All Saints Episcopal School,All Saints Episcopal Sch,9571 FRANKFORD AVE,19114,(215) 637-8787,Open,Kindergarten,pre K-K,16,Private,Private
-75.060136282853719,40.019020419262375,248,226510032,,,Maranatha Baptist Academy,Maranatha Baptist Acad,4525 COMLY ST,19135,(215) 338-9535,Open,Ungraded,Ungraded,,Private,Private
-75.094007673929909,40.016696251261031,249,300512140,,,Bridge School,Bridge School,1100 Adams Avenue,19111,(215) 342-5000,Open,Vo-tech,Vo-Tech,31,Private,Private
-75.05643079877234,40.04377554450501,250,226515662,,,Northeast Central Chr Sch,Northeast Central Chr Sch,7200-50 E ROOSEVELT BLV,19149,(215) 624-8046,Open,Kindergarten,pre K-K,10,Private,Private
-75.078458827508186,40.04038563884771,251,226510068,,,Crystal River Academy,Crystal River Acad,6401 LORETTO AVE,19111,(215) 744-3757,Open,Pre-K,pre K,28,Private,Private
-75.152812978010488,39.974102359961456,252,226518662,,,St Malachy School,St Malachy School,1409-17 N 11TH ST,19122,(215) 232-0696,Open,Elem/Middle,K-8,194,Private,Archdiocese
-75.086759007299293,40.031711660354745,253,226518752,,,St Martin of Tours School,St Martin of Tours School,5400 E ROOSEVELT BLV,19124,(215) 533-3050,Open,Elem/Middle,pre K-8,433,Private,Archdiocese
-74.992932196987041,40.059910013187142,254,226518332,,,St Katherine Siena School,St Katherine Siena Sch,9720-88 FRANKFORD AVE,19114,(215) 637-2181,Open,Elem/Middle,K-8,549,Private,Archdiocese
-75.209523114039769,39.963914115985524,255,226518062,,,Our Mother of Sorrows/St Ignatius of Loyola School,Our Mother of Sorrows/St Ignatius of Loyola School,632-44 N 43RD ST,19104,215-473-5828,Open,Elem/Middle,pre K-3,274,Private,Archdiocese
-75.249135909526487,39.969512005494423,256,226517352,,,St Frances Cabrini Regional Catholic School,St Frances Cabrini,405 N 65th St,19151,(215)748-2994,Open,Elem/Middle,pre K-8,267,Private,Archdiocese
-75.178286247203474,39.913561621712894,257,226519242,,,St Pio Catholic Regional School,St Pio Catholic Regional School,1826 Pollock Street,19145,(215)467-5430,Open,Elem/Middle,pre K-8,266,Private,Archdiocese
-75.066532764068526,40.035032106275494,258,300518675,,,"Sylvan Learning Center
",Sylvan Lrn Ctr,6537 Roosevelt Blvd,19149,(215)743-6200,Open,Tutoring,Ungraded,,Private,Private
-74.977272263272937,40.092660686134309,259,300513270,,,Delta School,Delta School,3515 WOODHAVEN RD,19154,215-632-5904,Open,Elem/Mid/High,K-12,56,Private,Private
-75.215267015488777,40.082674039204882,260,,,,Norwood Fontbonne Academy (Annex),Norwood Fontbonne Acad,40 E Sunset Avenue,19118,215-247-3811,Open,Elementary School,K-6,258,Private,Private
-75.214863077276661,40.080508425000041,261,226514502,,,Norwood Fontbonne MS,Norwood Fontbonne MS,8891 Germantown Ave,19118,215-247-3811,Open,Middle School,7-8,91,Private,Private
-75.209458491741444,40.061339963832914,262,226511002,,,Chestnut Hill Academy,Chestnut Hill Acad,403 W SPRINGFIELD AVE,19118,(215) 247-4700,Open,Elem/Mid/High,pre K-12,491,Private,Private
-75.212832282801969,40.060821275667806,263,226515802,,,Springside School,Springside School,8000 CHEROKEE ST,19118,(215) 247-7200,Open,Elem/Mid/High,pre K-12,404,Private,Private
-75.134973518332956,40.017452289737378,264,126513100,7564,3307,Eugenio Maria DeHostos Charter School,Eugenio Maria DeHostos CS,4322 N 05th St,19140,215-455-2300,Open,Elem/Middle,K-8,471,Charter,Charter
-75.20555097932963,39.970732244332893,265,126513070,7557,3308,Belmont Academy Charter School,Belmont Academy CS,907 North 41st Street,19104,215-386-5768,Open,Elementary School,K4,117,Charter,Charter
-75.006216508000989,40.113548058924572,266,126513150,7574,3328,MAST Community Charter School,MAST Community CS,1800 E. Byberry Road,19116,267-348-1100,Open,Elem/Mid/High,K-12,1322,Charter,Charter
-75.017115701266306,40.104874966311854,267,,,3322,Philadelphia Academy Charter School (Annex),Phila Acad CS,1700 Tomlinson Rd,19116,215-673-3990,Open,High School,9-12,484,Charter,Charter
-75.185443158081526,40.011395877476225,268,177518712,8127,3397,Eastern University Academy Charter School,Eastern Univ Acad CS,"3300 Henry Ave., Ann Preston Hall",19129,267-440-3512,Open,Middle/High,7-12,363,Charter,Charter
-75.150153893233636,40.01143496198236,269,126513000,7546,3312,Multi-Cultural Academy Charter School ,Multi-Cultural Acad CS,3821-33 N Broad St,19140,215-227-0513,Open,High School,9-12,249,Charter,Charter
-75.153775517353239,39.99438309116168,270,126510013,7776,3370,KIPP Philadelphia Charter School,KIPP Philadelphia CS,2709 N Broad St,19132,(215)227-1728,Open,Elem/Middle/High,K-12,1149,Charter,Charter
-75.228470382848798,39.976066575427787,271,126510022,7909,3383,Mastery Charter School at Shoemaker,Mastery CS at Shoemaker,5301 Media St,19131,267-296-7111,Open,Middle School,7-12,735,Charter,Charter
-75.169150994607534,39.94486817863605,272,126513510,7683,3341,Independence Charter School,Independence CS,1600 Lombard St,19146,215-238-8000,Open,Elem/Middle,K-8,816,Charter,Charter
-75.143929857779213,39.963859050926523,273,126513110,7565,3310,Laboratory Charter School of Communications and Languages,Laboratory CS of Comm & Lang,800 N Orianna St,19123,215-574-1680,Open,Elem/Middle,K-8,497,Charter,Charter
-75.154828165024028,40.049272025039677,274,126512980,7542,3309,Imhotep Institute Charter High School,Imhotep CHS,6201 N 21st St,19138,215-438-4140,Open,High School,9-12,624,Charter,Charter
-75.101868764098413,39.998190732934205,275,126510015,7825,3379,Ad Prima Charter School,Ad Prima CS,3556 Frankford Ave,19134,215-452-5580,Open,Elem/Middle,K-8,539,Charter,Charter
-75.094498301855097,40.020409818865396,276,126510019,7856,3386,Northwood Academy,Northwood Acad,4621 Castor Ave,19124-3024,215-289-5606,Open,Elem/Middle,K-8,779,Charter,Charter
-75.245353482640525,39.91657853492552,277,126510016,7828,3378,Philadelphia Montessori Charter School,Phila Montessori Charter School,2227 Island Ave,19142,215-365-4011,Open,Elementary School,pre K-6,178,Charter,Charter
-75.212671618626445,40.030928778223931,278,126515001,7024,6480,AMY Northwest (St. Terese),AMY Northwest (St. Terese),6000 Ridge Avenue,19119,(215) 487-7600,Open,Middle School,6-8,275,District,District
-75.076609604616777,40.053505532326334,279,,,3351,Global Leadership Academy Charter School (Annex),Global Leadership Acad CS (Annex),7101 Pennway St,19111,267-236-1157,Open,Elementary School,K-5,,Charter,Charter
-75.163257684096124,39.912707175535822,280,126510023,7910,2150,Mastery Charter School at Thomas,Mastery CS at Thomas,814 Bigler St,19148,267-296-7000,Open,Elem/Mid/High,K-6,1123,Charter,Charter
-75.242162094757916,39.94434570880167,281,172510793,8124,1160,KIPP West Philadelphia Preparatory,KIPP West Phila Prep,5900 Baltimore Ave.,19143,(215)294-2973,Open,Middle School,5-8,349,Charter,Charter
-74.986695741969982,40.085186028838649,282,226510452,,,Archbishop Ryan High School,Archbishop Ryan HS,11201 ACADEMY RD,19154,(215) 651-4471,Open,High School,9-12,1616,Private,Archdiocese
-75.043631675846783,40.027621212008825,283,226518242,,,St Josaphat Ukrainian Cath School,St Josaphat Ukrainian Cath Sch,4521 LONGSHORE AVE,19135,(215) 332-8008,Open,Elem/Middle,pre K-8,136,Private,Archdiocese
-75.174399548915815,39.919323025161326,284,226519022,,,St Monica Senior School,St Monica Sr,2500 S 16TH ST,19145,(215) 467-5338,Open,Elem/Middle,6-8,452,Private,Archdiocese
-75.177535822926345,40.005178883443385,285,226514102,,,Mercy Vocational High School,Mercy Vocational HS,2901 W ALLEGHENY AVE,19129,(215) 226-1225 ,Open,High School,9-12,371,Private,Archdiocese
-75.149612314223219,39.946051220141833,286,226518902,,,St Marys Interparochial School,St. Mary's Interparochial Sch,440 Locust Street,19106,215-923-7522,Open,Elem/Middle,K-8,247,Private,Archdiocese
-75.175940274301141,39.953029380338378,287,226511302,,,De La Salle in Town,De La Salle in Town,25 S VAN PELT ST,19103,215-567-5500,Open,High School,9-12,73,Private,Archdiocese
-75.115937994953157,40.027403939751586,288,,,3399,Sankofa Freedom Academy Charter School (Annex),Sankofa Freedom Acad CS (Annex),401 E Roosevelt Blvd,19124,215-288-2001,Open,High School,9-11,,Charter,Charter
-74.985049067316453,40.087577987974385,289,226518722,,,St Martha School,St Martha School,11301 ACADEMY RD,19154,(215) 632-0320,Open,Elem/Middle,pre K-8,359,Private,Archdiocese
-75.038992201273103,40.08192296248432,290,226514052,,,Maternity BVM School,Maternity BVM Sch,9322 Old Bustleton Ave,19115,(215) 673-0235,Open,Elem/Middle,pre K-8,505,Private,Archdiocese
-74.978296656249142,40.07930241604155,291,226514852,,,Our Lady of Calvary School,Our Lady of Calvary Sch,11024 KNIGHTS RD,19154,(215) 637-1648,Open,Elem/Middle,pre K-8,741,Private,Archdiocese
-74.995300520647959,40.075282314099219,292,226511102,,,Christ the King School,Christ the King Sch,3201 CHESTERFIELD RD,19114,(215) 632-1375,Open,Elem/Middle,K-8,357,Private,Archdiocese
-75.210184742915004,40.079267788964799,293,226515302,,,Our Mother of Consolation,Our Mother Consolation,7-29 E CHESTNUT HILL AVE,19118,215-247-1060,Open,Elem/Middle,pre K-8,161,Private,Archdiocese
-75.18871677198355,40.061750090378688,294,226512152,,,Holy Cross School,Holy Cross School,148-54 E MOUNT AIRY AVE,19119,(215) 242-0414,Open,Elem/Middle,K-8,150,Private,Archdiocese
-75.030233257835903,40.055650040922139,295,226518092,,,St Jerome School,St Jerome School,2950 HOLME AVE,19136,(215) 624-0637,Open,Elem/Middle,pre K-8,534,Private,Archdiocese
-75.062448075507334,40.053400096487138,296,226515552,,,Resurrection Regional Catholic School,Resurrection Sch,2020 Shelmire Ave.,19152,(215)742-1127,Open,Elem/Middle,pre K-8,559,Private,Archdiocese
-75.023397109018262,40.048201567923158,297,226511602,,,Father Judge High School,Father Judge HS,3301 SOLLY AVE,19136,215.338.9494,Open,High School,9-12,1136,Private,Archdiocese
-75.129065538178992,40.044446130587922,298,226517902,,,St Helena Incarnation Regional Catholic School,St Helena School,6106 N 5th St,19120,(215) 549-2947,Open,Elem/Middle,K-8,495,Private,Archdiocese
-75.237895523918723,39.97508106864283,299,226519282,,,St Rose of Lima School,St Rose of Lima Sch,1508 N  Wanamaker St,19131,(215) 473-6030,Open,Elem/Middle,pre K-8,202,Private,Archdiocese
-75.234536126213598,40.064420771686798,300,226512702,,,Immaculate Heart of Mary School,Immaculate Heart of Mary Sch,815-23 CATHEDRAL RD,19128,215-482-2029,Open,Elem/Middle,pre K-8,410,Private,Archdiocese
-75.154086869040142,40.061700347144978,301,226516302,,,St Athanasius Immaculate Conception School,St Athanasius Immaculate Con,7105 Limekiln Pike,19138,(215) 424-5045,Open,Elem/Middle,pre K-8,281,Private,Archdiocese
-75.081283165884855,40.077088374724902,302,226517052,,,St Cecilia School,St Cecilia School,535 RHAWN ST,19111,(215) 725-8588,Open,Elem/Middle,K-8,669,Private,Archdiocese
-75.16956467831875,39.995555316701321,303,226517252,,,St Martin de Porres School,St Martin de Porres School,2300-36 W LEHIGH AVE,19132,(215) 223-6872,Open,Elem/Middle,K-8,398,Private,Archdiocese
-75.102018973530008,39.984962673838304,304,226514552,,,Our Lady of Port Richmond School,Our Lady of Port Richmond Sch,2639 E ALLEGHENY AVE,19134,(215) 739-1920,Open,Elem/Middle,pre K-8,424,Private,Archdiocese
-74.973706753544064,40.102260991469286,305,226516202,,,St Anselm Elementary School,St Anselm Elem,12656 DUNKS FERRY RD,19154,(215) 632-1133,Open,Elem/Middle,pre K-8,373,Private,Archdiocese
-75.010035469466217,40.124454772125979,306,226517152,,,St Christopher School,St. Christopher Sch,13301 PROCTOR RD,19116,215-673-5787,Open,Elem/Middle,pre K-8,550,Private,Archdiocese
-75.227012392642052,39.92197632601048,307,226516452,,,"Mary, Mother of Peace Area Catholic School/St Barnabas","Mary, Mother of Peace Area Catholic Sch",6334 Buist Ave,19142,(215) 729-3603,Open,Elem/Middle,pre K-8,239,Private,Archdiocese
-75.193706311097202,39.935268989938201,308,226517702,,,St Gabriel School,St Gabriel School,1432 S  29TH ST,19146,215-468-7230,Open,Elem/Middle,pre K-8,159,Private,Archdiocese
-75.015576669005057,40.046904572169957,309,226517302,,,St Dominic School,St Dominic School,8504  FRANKFORD AVE,19136,(215) 333-6703,Open,Elem/Middle,pre K-8,391,Private,Archdiocese
-75.21549466742519,39.947776065754816,310,226517552,,,St Francis Desales School,St Francis Desales Sch,917 S 47TH ST,19143,(215) 387-1749,Open,Elem/Middle,K-8,521,Private,Archdiocese
-75.16292789655995,39.927391528025069,311,226518692,,,SS John Neumann and Maria Goretti Catholic High School,SS John Neumann & Maria Goretti Catholic HS,1736 S 10TH ST,19148,(215) 465-8437,Open,High School,9-12,662,Private,Archdiocese
-75.034324091463603,40.031355551589108,312,226518002,,,St Huberts Catholic High School,St Huberts Cath HS,7320 TORRESDALE AVE,19136,(215) 624-6840,Open,High School,9-12,675,Private,Archdiocese
-75.126793894163697,39.989894420763342,313,226519752,,,Visitation School,Visitation School,300-40 E LEHIGH AVE,19125,(215) 634-7280,Open,Elem/Middle,pre K-8,408,Private,Archdiocese
-75.211695595726908,39.957254156574102,314,226519902,,,West Philadelphia Catholic High School,West Phila Cath HS,4501-17 CHESTNUT ST,19139,(215)386-2244,Open,High School,9-12,373,Private,Archdiocese
-75.174692269845181,39.93040202507202,315,226519382,,,St Thomas Aquinas School,St Thomas Aquinas Sch,1616 S  17TH ST,19145,(215) 334-0878,Open,Elem/Middle,pre K-8,208,Private,Archdiocese
-75.167117829181748,40.071991440947059,316,226519222,,,St Raymond School,St Raymond School,1330 VERNON RD,19150,(215) 548-1919,Open,Elem/Middle,pre K-8,263,Private,Archdiocese
-75.06042712925931,40.030793515536494,317,226519422,,,Blessed Trinity Regional Catholic School,Blessed Trinity Regional Cath Sch,3001 LEVICK ST,19149,(215) 338-9797,Open,Elem/Middle,1-8,466,Private,Archdiocese
-75.144876683945512,39.969594475309158,318,226519142,,,St Peter the Apostle School,St Peter the Apostle Sch,1019 N 05th St,19123,(215) 922-5958,Open,Elem/Middle,pre K-8,188,Private,Archdiocese
-75.049967886854716,40.041441349462161,319,226518932,,,St Matthew School,St Matthew School,3000 COTTMAN AVE,19149,(215) 333-3142,Open,Elem/Middle,pre K-8,835,Private,Archdiocese
-75.12965629280859,39.976776858594171,320,226518422,,,St Laurentius School,St Laurentius School,1612 E BERKS ST,19125,(215) 423-8834,Open,Elem/Middle,K-8,214,Private,Archdiocese
-75.144716085164703,40.013520718632712,321,226512952,,,Little Flower Catholic School,Little Flower Cath Sch,1001 W LUZERNE ST,19140,215-455-6900,Open,High School,9-12,750,Private,Archdiocese
-75.101610154559225,40.011696283386158,322,226510502,,,Archbishop Ryan Academy for the Deaf,Archbishop Ryan Sch Hard of Hearing Children,4251 L Street,19124,(215) 289-4220,Open,Elem/Middle,K-8,8,Private,Archdiocese
-75.138975382081028,40.004912120013373,323,226519442,,,St Veronica School,St Veronica School,3501-25 N 06TH ST,19140,(215) 225-1575,Open,Elem/Middle,K-8,200,Private,Archdiocese
-75.093348782548389,39.988589105915636,324,226517752,,,St George School,St George School,2700 E VENANGO ST,19134,(215) 634-8803,Open,Elem/Middle,pre K-8,197,Private,Archdiocese
-75.110274046628874,39.981496262265324,325,226514252,,,Mother of Divine Grace School,Mother of Divine Grace Sch,2612 E MONMOUTH ST,19134,(215) 426-7325,Open,Elem/Middle,pre K-8,214,Private,Archdiocese
-75.217617326017191,39.970644710214863,326,226515352,,,Our Mother of Sorrows/St. Ignatius of Loyola School,Our Mother of Sorrows/St. Ignatius of Loyola ,1008 N 48th Street,19131,(215) 473-5828,Open,Elem/Middle,4-8,250,Private,Archdiocese
-75.176866123236195,39.966571817534927,327,226517652,,,St Francis Xavier School,St Francis Xavier Sch,641-51 N 24TH ST,19130,(215) 763-6564,Open,Elem/Middle,pre K-8,206,Private,Archdiocese
-75.169432594096747,39.959897858318705,328,226512852,,,John W Hallahan Girls School,John W Hallahan Girls Sch,319 N 19TH ST,19103,(215) 563-8930,Open,High School,9-12,567,Private,Archdiocese
-75.161964197570896,39.958299539482176,329,226515602,,,Roman Catholic High School,Roman Catholic HS,303 N BROAD ST,19107,215-627-1270,Open,High School,9-12,1065,Private,Archdiocese
-75.154984734380292,39.957549828538731,330,226512352,,,Holy Redeemer School,Holy Redeemer School,903-27 VINE ST,19107,215-922-0999,Open,Elem/Middle,K-8,279,Private,Archdiocese
-75.176270570390173,39.920963430520146,331,,,,St Monica Junior School (Annex),St Monica Jr,1700  RITNER ST,19145,215-334-3777,Open,Elem/Middle,pre K-5,613,Private,Archdiocese
-75.163004888504858,40.027117512053472,332,226517602,,,DePaul Catholic School,DePaul Catholic Sch,44 W LOGAN ST,19144,(215) 842-1266,Open,Elem/Middle,pre K-8,299,Private,Archdiocese
-75.141146215721079,39.983400390606505,333,126515001,5293,5350,"McKinley, William","McKinley, William",2101 Orkney St.,19122 - 1546,291-4702,Open,Elem/Middle,K-8,479,District,District
-75.168018335684209,39.964895108073939,334,126515001,7225,2490,"Waring, Laura W.","Waring, Laura W.",1801-27 Green St.,19130 - 3904,684-5073,Open,Elem/Middle,K-8,326,District,District
-75.212488568295768,39.961936355737443,335,126515001,4732,1470,"Locke, Alain","Locke, Alain",4550  Haverford Ave.,19139 - 2825,823-8202,Open,Elementary School,K-8,457,District,District
-75.193627665661737,39.960320958986557,336,126515001,3783,1390,"Powel, Samuel","Powel, Samuel",301 N 36th St,19104 - 2471,823-8201,Open,Elementary School,K-4,259,District,District
-75.153872752993124,39.936730773522704,337,126515001,3650,2590,"Nebinger, George W.","Nebinger, George W.",601 Carpenter St.,19147 - 2907,952-6202,Open,Elem/Middle,K-8,335,District,District
-75.155534494132027,39.917110915166084,338,126515001,3657,2690,"Taggart, John H.","Taggart, John H.",400 W. Porter St.,19148 - 3921,952-6228,Open,Elem/Middle,K-8,420,District,District
-75.138640233486271,39.992635478529529,339,126515001,7175,5170,DeBurgos Bilingual Magnet MS,"deBurgos, Julia",401 W. Lehigh Ave.,19133 - 3111,291-4065,Open,Elem/Middle,K-8,753,District,District
-74.976629436488764,40.080415273116685,340,126515001,3781,8390,"Fitzpatrick, Aloysius L.","Fitzpatrick, Aloysius L.",11061 Knights Rd.,19154 - 3516,281-2602,Open,Elem/Middle,K-8,877,District,District
-75.114277969518639,39.999520096947599,341,126515001,3800,5530,"Sheridan, Philip H.","Sheridan, Philip H.",800 E Ontario St.,19134 - 1309,291-4724,Open,Elementary School,K-4,723,District,District
-75.180109235542176,39.980705078309867,342,126515001,3626,4560,"Kelley, William D.","Kelley, William D.",1601 N. 28th St.,19121 - 2701,684-5071,Open,Elem/Middle,K-8,431,District,District
-75.245753880096032,39.98175493789519,343,126515001,7472,4370,Overbrook Elementary School,Overbrook Elem,2032 N 62nd St,19151 - 3206,581-5691,Open,Elementary School,K-6,233,District,District
-75.238546135076717,39.96432996882367,344,126515001,8029,1200,"Barry, Commodore John","Barry, Commodore John",5900  Race St,19139 - 2304,215-471-2744,Open,Elem/Middle,K-8,836,District,District
-74.97398929966657,40.082711079160013,345,126515001,8039,8040,Arts Academy at Benjamin Rush,Arts Acad at Benjamin Rush,11081 Knights Rd.,19154,281-2603,Open,High School,9-12,603,District,District
-75.119656942360308,40.02021738492212,346,126515001,3732,7200,"Barton, Clara (Feltonville)","Barton, Clara (Feltonville)",4600 Rosehill St.,19120 - 4446,456-3007,Open,Elementary School,K-2,838,District,District
-75.154458310708151,39.985488119771979,347,126515001,7850,5050,Philadelphia Military Academy at Elverson,Phila Military Academy at Elverson,2118-60 N 13th St,19122,684-5091,Open,High School,9-12,306,District,District
-75.215795330615833,39.964441377138044,348,126515001,7022,1580,Middle Years Alternative,Middle Years Alt,4725 Fairmount Ave,19139,581-5633,Open,Middle School,5-8,252,District,District
-75.111646287598063,40.012807492089031,349,126515001,7963,7150,Juniata Park Academy,Juniata Park Acad,801 E Hunting Park Ave,19140,291-5680,Open,Elem/Middle,K-8,1115,District,District
-74.970680063258484,40.095599531859826,350,126515001,4727,8420,"Decatur, Stephen","Decatur, Stephen",3500 Academy Rd.,19154 - 2047,281-2606,Open,Elem/Middle,K-8,1040,District,District
-75.042778556179798,40.043827656751326,351,126515001,3845,8010,"Lincoln, Abraham","Lincoln, Abraham",3201 Ryan Ave,19136,335-5653,Open,High School,9-12,1522,District,District
-75.146139402439587,40.025535323166224,352,126515001,7239,7100,"Cooke, Jay","Cooke, Jay",1300 W. Loudon St,19141,456-3002,Open,Elem/Middle,K-8,498,District,District
-75.178361725155298,40.002454641818225,353,126515001,6522,4150,"Rhodes, E. Washington","Rhodes, E. Washington",2900 W Clearfield St.,19132,227-4402,Open,Elementary/Middle,K-8,585,District,District
-75.133306408861031,39.977099536332219,354,126515001,7852,5520,Kensington Creative and Performing Arts High School,Kensington CAPA HS,1901 N. Front St.,19125,291-4700,Open,High School,9-12,503,District,District
-75.129076712694072,39.978756643309325,355,226510512,,,Bethel Baptist Academy,Bethel Baptist Acad,2210 E SUSQUEHANNA AVE,19125,(215) 426-1909,Open,Elem/Mid/High,pre K-12,53,Private,Private
-75.242583651506479,39.919980918915009,356,226511922,,,Greater Hope Christian Academy,Greater Hope Christian Acad,7029 WOODLAND AVE,19142,215-729-0374,Open,Elem/Mid/High,K-12,114,Private,Private
-75.211354294540669,39.955476851156305,357,226512762,,,Islamic Education School,Islamic Education Sch,4431-39 WALNUT ST,19104,(215) 387-8888,Open,Elem/Middle,pre K-8,50,Private,Private
-75.243334411189693,39.960552634375759,358,226512872,,,Kids World Christian Education Center- West Philadelphia,Kids World Christian Ed Ctr- West Phila,100-04 S 61ST ST,19139,(215) 474-1484,Open,Elementary School,pre K-4,14,Private,Private
-75.252434051890262,39.971953719736184,359,226510011,,,Shepherds Christian Academy,Shepherds Christian Acad,6634-42 HAVERFORD AVE,19151,(215) 476-4101,Open,Elementary School,pre K-5,105,Private,Private
-75.218521432045236,39.937524795371885,360,226512962,,,Little Footsteps Islam Institute,Little Footsteps Islam Ins,5314 YOCUM ST,19143,(215) 724-5568,Open,Elem/Middle,pre K-8,36,Private,Private
-75.185926134366653,40.02270014679624,361,226515412,,,William Penn Charter School,William Penn CS,3000 W School House La,19144,(215) 844-3460,Open,Elem/Mid/High,pre K-12,921,Private,Private
-75.222383059509994,39.954404885729645,362,226510695,,,Beulah Baptist Christian Day School,Beulah Baptist Christian Day Sch,5001 Spruce St,19139,(215) 747-3347,Open,Elem/Middle,K-8,94,Private,Private
-75.08719642580823,40.015350402537223,363,226511622,,,Frankford Friends School,Frankford Friends School,1500 ORTHODOX ST,19124,(215) 533-5368,Open,Elem/Middle,pre K-8,120,Private,Private
-75.18356851193505,40.049059670867067,364,226515532,,,Project Learn,Project Learn,6519-25 GERMANTOWN AVE,19119,(215) 438-3623,Open,Elem/Middle,K-8,65,Private,Private
-75.172212304699528,40.042552141119991,365,226512992,,,Lotus Academy,Lotus Academy,334 E HAINES ST,19144,(215) 438-7500,Open,Elem/Middle,pre K-8,86,Private,Private
-75.181742260874472,39.910122208114664,366,226510722,,,Calvary Temple Christian Academy,Calvary Temple Chrst Acad,3301 S  20TH  ST,19145,(215) 462-2822,Open,Elem/Middle,pre K-8,121,Private,Private
-75.179452993401554,39.979653395655056,367,226515700,,,Academy of Essential Knowledge,Acad of Essential Knowledge,1546 N 27th St,19121,215-763-1601,Open,Elementary School,K-12,54,Private,Private
-75.222362139796942,39.947470862428965,368,226511235,,,Crooked Places Made Straight,Crooked Places Made Straight,711-13 S 50TH ST,19143,(215) 726-4151,Open,Elem/Mid/High,K-12,101,Private,Private
-75.121728938297977,40.026547878488557,369,226510029,,,Better Way Christian Academy,Better Way Christian Acad,4950 Rising Sun avenue,19120,215-745-8910,Open,Elem/Mid/High,K-12,22,Private,Private
-75.172562188563504,39.976177987571738,370,226512642,,,Hope Christian Academy,Hope Christian Acad,2222 MASTER ST,19121,(215) 236-6744,Open,Elementary School,pre K-6,8,Private,Private
-74.985925744923861,40.056809008914549,371,226514352,,,Nazareth Academy Grade School,Nazareth Acad Grade Sch,4701 Grant Ave,19114,215-637-7777,Open,Elem/Middle,1-8,233,Private,Private
-74.987627520572559,40.059143106621555,372,226514402,,,Nazareth Academy High School,Nazareth Acad HS,4001 GRANT AVE,19114,(215) 637-7676,Open,High School,9-12,432,Private,Private
-75.161672654547118,39.940108075463762,373,126515001,7904,2620,Academy at Palumbo,Acad at Palumbo,1100  Catharine St,19147,351-7618,Open,High School,9-12,858,District,District
-75.238646008533834,40.051593563057253,374,126515001,3725,6380,Shawmont,Shawmont,535 Shawmont Ave,19128 - 4032,487-4466,Open,Elem/Middle,K-8,520,District,District
-75.09731197599227,39.985383038046081,375,126515001,6823,5430,"AMY, at James Martin","AMY, at James Martin",3350 Richmond St,19134,291-4172,Open,Middle School,6-8,405,District,District
-75.126532819825925,39.981146133416395,376,126515001,5120,5300,"Hackett, Horatio B.","Hackett, Horatio B.",2161 E York St,19125 - 2141,291-4706,Open,Elementary School,K-5,325,District,District
-75.238647003007458,39.957567876470513,377,126515001,7245,1100,"Sayre, William","Sayre, William",5800  Walnut St.,19139,471-2904,Open,High School,9-12,539,District,District
-75.227160086425997,39.953431551213377,378,126515001,3807,1330,"Huey, Samuel B.","Huey, Samuel B.",400 S 52nd St,19143 - 4111,471-2901,Open,Elem/Middle,K-8,562,District,District
-75.19784214895428,39.93509704177157,379,126515001,3617,2200,Universal Alcorn Charter Elementary School,"Alcorn, James",1500 S 32ND st,19146 - 3301,952-6219,Open,Elem/Middle,K-8,788,Charter,Charter
-75.126705246685233,40.015458913274088,380,126515001,8120,5030,Philadelphia Learning Academy North (Alt Ed at Hunting Park),Alt Ed Hunting Park,4224-50 N. Front St.,19140,267-331-3067,Open,Middle/High,7-12,327,District,District
